iter	MultiClass
241	1.373291618
242	1.373291618
243	1.373291618
244	1.373120406
245	1.37286527
246	1.372865158
247	1.372865046
248	1.372865046
249	1.372864933
250	1.372864821
251	1.372864821
252	1.372352754
253	1.372352642
254	1.37235253
255	1.372051169
256	1.372051056
257	1.372050944
258	1.372050832
259	1.37205072
260	1.37205072
261	1.372050608
262	1.372050608
263	1.372050495
264	1.372050495
265	1.372050383
266	1.372050383
267	1.372050271
268	1.372050159
269	1.372050047
270	1.372050047
271	1.372050047
272	1.372049934
273	1.372049822
274	1.372049822
275	1.372049822
276	1.37204971
277	1.372049598
278	1.372049598
279	1.371910249
280	1.371910137
281	1.371910137
282	1.371910025
283	1.371910025
284	1.371909913
285	1.371909913
286	1.371909913
287	1.3719098
288	1.371909688
289	1.371909576
290	1.371909576
291	1.371611693
292	1.371611581
293	1.371611581
294	1.371316951
295	1.37081128
296	1.37081128
297	1.370811167
298	1.370811167
299	1.370811167
300	1.370582622
301	1.370582622
302	1.37058251
303	1.370582398
304	1.370582286
305	1.370582286
306	1.370582286
307	1.3703966
308	1.3703966
309	1.370396487
310	1.370396487
311	1.370318174
312	1.370167044
313	1.370166932
314	1.370166932
315	1.37016682
316	1.370166708
317	1.370166708
318	1.370166596
319	1.370166484
320	1.370166484
321	1.370050023
322	1.369906186
323	1.369905962
324	1.369905962
325	1.36990585
326	1.36990585
327	1.369905738
328	1.369905738
329	1.369905626
330	1.369905513
331	1.369905513
332	1.369905401
333	1.369827536
334	1.369827424
335	1.369827424
336	1.369827312
337	1.3698272
338	1.369827088
339	1.369826975
340	1.369826975
341	1.369826975
342	1.369826863
343	1.369194858
344	1.369194745
345	1.369194633
346	1.369194633
347	1.369003001
348	1.369002776
349	1.369002776
350	1.369002664
351	1.369002552
352	1.368693113
353	1.368693
354	1.368692888
355	1.368692888
356	1.368692776
357	1.368692664
358	1.368692552
359	1.368692552
360	1.368692439
361	1.368692439
362	1.368692327
363	1.368692215
364	1.368692215
365	1.368692103
366	1.368691991
367	1.368629834
368	1.368629834
369	1.368629721
370	1.368629609
371	1.368439996
372	1.368439884
373	1.368439772
374	1.368439772
375	1.36843966
376	1.368439547
377	1.368439547
378	1.368439323
379	1.368439323
380	1.368439099
381	1.368323648
382	1.368135494
383	1.368135269
384	1.368135269
385	1.367995921
386	1.367995921
387	1.367995696
388	1.367995696
389	1.367995472
390	1.367850289
391	1.367850289
392	1.367850177
393	1.367735623
394	1.367571704
395	1.367571591
396	1.367571591
397	1.367571479
398	1.367571367
399	1.367571367
400	1.367571143
401	1.367571143
402	1.367385569
403	1.367385457
404	1.367385344
405	1.367385232
406	1.36738512
407	1.36738512
408	1.367200893
409	1.366702177
410	1.366702065
411	1.366701953
412	1.366701953
413	1.36670184
414	1.366701728
415	1.366701616
416	1.366701616
417	1.366701392
418	1.366701279
419	1.366701167
420	1.366701167
421	1.366700943
422	1.366594019
423	1.366593907
424	1.366593795
425	1.366593683
426	1.36659357
427	1.36659357
428	1.366593458
429	1.366593458
430	1.366479578
431	1.366479466
432	1.366479466
433	1.366479354
434	1.366479242
435	1.366479242
436	1.366479129
437	1.366479129
438	1.366479017
439	1.366336078
440	1.366335966
441	1.366335854
442	1.366335854
443	1.366335742
444	1.366335742
445	1.366335629
446	1.366335629
447	1.366335517
448	1.366051434
449	1.365769932
450	1.365396428
451	1.365396316
452	1.365396316
453	1.365396204
454	1.365396204
455	1.365396092
456	1.365323276
457	1.365323164
458	1.365323164
459	1.365323052
460	1.365322939
461	1.365322939
462	1.365322939
463	1.365322715
464	1.365322827
465	1.365298032
466	1.365297919
467	1.365297807
468	1.365297807
469	1.365297695
470	1.365007666
471	1.365007554
472	1.365007441
473	1.365007441
474	1.364486847
475	1.364486623
476	1.364486623
477	1.364486623
478	1.363893999
479	1.363893774
480	1.363717064
481	1.363716952
482	1.363716952
483	1.36345845
484	1.36345845
485	1.363300028
486	1.363299803
487	1.363299691
488	1.363299691
489	1.363299579
490	1.363076307
491	1.362986886
492	1.362986774
493	1.362986661
494	1.362808156
495	1.362807932
496	1.362807819
497	1.362807819
498	1.362807483
499	1.362807595
500	1.362533273
501	1.362533273
502	1.362533161
503	1.362533049
504	1.362533049
505	1.362532825
506	1.362532712
507	1.3625326
508	1.3625326
509	1.362532488
510	1.362532376
511	1.362532264
512	1.362532151
513	1.362374178
514	1.362374178
515	1.362374066
516	1.362373841
517	1.362197131
518	1.362197019
519	1.362065861
520	1.362065636
521	1.361410855
522	1.361410743
523	1.36141063
524	1.361410406
525	1.361410406
526	1.361133504
527	1.361133392
528	1.361133392
529	1.361133279
530	1.361133279
531	1.361058556
532	1.360401531
533	1.360401418
534	1.360401306
535	1.360260611
536	1.360005026
537	1.360004802
538	1.36000469
539	1.360004578
540	1.360004353
541	1.360004241
542	1.359830448
543	1.359830336
544	1.359690875
545	1.359690763
546	1.359690538
547	1.359690538
548	1.35953537
549	1.359535145
550	1.359431475
551	1.359431251
552	1.359357313
553	1.359357089
554	1.359085235
555	1.358816412
556	1.358816187
557	1.358816075
558	1.358816075
559	1.358815963
560	1.358398478
561	1.358398366
562	1.358398366
563	1.358398141
564	1.358398029
565	1.358295032
566	1.35829492
567	1.358294808
568	1.358294695
569	1.358294471
570	1.35802834
571	1.35802834
572	1.358028228
573	1.358028003
574	1.358028003
575	1.358027891
576	1.358027667
577	1.358027667
578	1.357850956
579	1.357850844
580	1.35755902
581	1.357558908
582	1.357387695
583	1.357387471
584	1.357387358
585	1.357387246
586	1.357387134
587	1.357387022
588	1.357386797
589	1.35673123
590	1.356731118
591	1.356730894
592	1.356730894
593	1.356177763
594	1.356177763
595	1.356177538
596	1.356177538
597	1.356177314
598	1.356104722
599	1.35610461
600	1.355967281
601	1.355967169
602	1.355967057
603	1.355830737
604	1.355830625
605	1.355661432
606	1.35566132
607	1.355661208
608	1.355661096
609	1.355660983
610	1.355660871
611	1.355525674
612	1.355525449
613	1.355525337
614	1.355416057
615	1.355415945
616	1.355415833
617	1.355415721
618	1.355328656
619	1.355089452
620	1.355089227
621	1.355089115
622	1.355089003
623	1.354708431
624	1.354372064
625	1.354372064
626	1.354371952
627	1.35437184
628	1.354371728
629	1.354221496
630	1.354221272
631	1.35411345
632	1.354113338
633	1.354113114
634	1.354113114
635	1.354112889
636	1.354112889
637	1.353526436
638	1.352991593
639	1.35299148
640	1.352991368
641	1.352991256
642	1.352991032
643	1.352990919
644	1.352990919
645	1.352507238
646	1.352507126
647	1.352506902
648	1.352506789
649	1.352382138
650	1.352382026
651	1.352381914
652	1.351964205
653	1.351964092
654	1.351601023
655	1.351600799
656	1.351600574
657	1.351600462
658	1.351600238
659	1.351452474
660	1.35145225
661	1.351452138
662	1.351451913
663	1.351451801
664	1.351366083
665	1.351366083
666	1.351365858
667	1.351365634
668	1.351234588
669	1.351234363
670	1.35098192
671	1.350875669
672	1.350195195
673	1.35019497
674	1.350194746
675	1.350194634
676	1.350194409
677	1.350194297
678	1.350194073
679	1.349720153
680	1.34972004
681	1.349557467
682	1.349557243
683	1.349557018
684	1.349557018
685	1.349556794
686	1.349556569
687	1.349556345
688	1.349352371
689	1.349352147
690	1.348972472
691	1.348972248
692	1.348972023
693	1.348971799
694	1.348971687
695	1.348971462
696	1.34897135
697	1.348841875
698	1.348841875
699	1.34824364
700	1.348243416
701	1.348243191
702	1.348243079
703	1.348242967
704	1.347880683
705	1.347880459
706	1.347307581
707	1.34705525
708	1.347055025
709	1.347054913
710	1.347054689
711	1.346796299
712	1.346525456
713	1.346525343
714	1.346525119
715	1.346145781
716	1.345822205
717	1.345199736
718	1.345199511
719	1.345199287
720	1.345199063
721	1.344473485
722	1.34447326
723	1.344473036
724	1.344472812
725	1.344215993
726	1.343965681
727	1.343965457
728	1.343714809
729	1.343714697
730	1.343549543
731	1.34354943
732	1.343549206
733	1.343549094
734	1.342899024
735	1.342898912
736	1.342816447
737	1.342564116
738	1.342564004
739	1.342563892
740	1.342563668
741	1.342563555
742	1.342368557
743	1.342151792
744	1.342151568
745	1.342083352
746	1.342083128
747	1.342082903
748	1.341735542
749	1.341384365
750	1.340995154
751	1.340994929
752	1.340321523
753	1.340321186
754	1.339679195
755	1.339582033
756	1.339445377
757	1.339445264
758	1.338896285
759	1.33889606
760	1.338559357
761	1.338147706
762	1.337950015
763	1.337949791
764	1.337949566
765	1.33779653
766	1.337796193
767	1.337796081
768	1.337356044
769	1.33735582
770	1.337355595
771	1.337207495
772	1.337207271
773	1.337207047
774	1.336596246
775	1.336596022
776	1.33645039
777	1.336051418
778	1.335948757
779	1.335948533
780	1.335948196
781	1.335947972
782	1.335867639
783	1.335663216
784	1.335662992
785	1.335419412
786	1.335419188
787	1.334662868
788	1.334662643
789	1.334662419
790	1.33456649
791	1.334159552
792	1.334159328
793	1.334159103
794	1.333487716
795	1.333078871
796	1.333078646
797	1.33297722
798	1.332544588
799	1.33254414
800	1.332019843
801	1.332019507
802	1.332019282
803	1.331764819
804	1.331764595
805	1.331595178
806	1.331594841
807	1.331594504
808	1.331594168
809	1.33115458
810	1.330872853
811	1.330872405
812	1.330872068
813	1.330871731
814	1.330375596
815	1.330375147
816	1.329790601
817	1.329713634
818	1.329123029
819	1.328549702
820	1.328549254
821	1.328427969
822	1.32778968
823	1.327789231
824	1.327789007
825	1.327788782
826	1.327128167
827	1.327127718
828	1.326793595
829	1.326164507
830	1.325891419
831	1.325350517
832	1.325350181
833	1.324654896
834	1.324123195
835	1.323980368
836	1.323980031
837	1.323979695
838	1.323462018
839	1.323461793
840	1.323461344
841	1.32346112
842	1.322973736
843	1.322360243
844	1.322051926
845	1.321280796
846	1.321280459
847	1.321280123
848	1.320977303
849	1.320472865
850	1.320072771
851	1.319632734
852	1.319557787
853	1.319326885
854	1.318763993
855	1.31839206
856	1.317644267
857	1.317643931
858	1.317028867
859	1.316523419
860	1.315908916
861	1.315631565
862	1.315368239
863	1.314826776
864	1.31431527
865	1.313716138
866	1.31326017
867	1.31268718
868	1.312058203
869	1.311647675
870	1.310928716
871	1.310321843
872	1.309779819
873	1.309295465
874	1.309294904
875	1.308571009
876	1.308006658
877	1.307373081
878	1.307372633
879	1.307372184
880	1.30695425
881	1.306243819
882	1.3057046
883	1.304960285
884	1.304546278
885	1.304050704
886	1.303410845
887	1.302767395
888	1.302040919
889	1.301802164
890	1.301284151
891	1.300929945
892	1.300717556
893	1.300717107
894	1.300185854
895	1.300185406
896	1.299652358
897	1.299085202
898	1.298772733
899	1.298282208
900	1.297665573
901	1.297116818
902	1.296885916
903	1.29630496
904	1.295708409
905	1.295552567
906	1.294930772
907	1.294696168
908	1.294446978
909	1.293980463
910	1.29350026
911	1.293009847
912	1.29255702
913	1.29184715
914	1.291550501
915	1.2912451
916	1.290706779
917	1.290488893
918	1.290186185
919	1.289602761
920	1.289344259
921	1.289129514
922	1.288634052
923	1.28823665
924	1.287918684
925	1.287336606
926	1.287077543
927	1.286437908
928	1.285898128
929	1.285548186
930	1.284913151
931	1.284358898
932	1.283716009
933	1.283105433
934	1.282511687
935	1.282118661
936	1.281905374
937	1.281334179
938	1.280949231
939	1.280405188
940	1.2801091
941	1.279881789
942	1.279357044
943	1.278904553
944	1.278361296
945	1.277882551
946	1.277352757
947	1.276928316
948	1.276136766
949	1.275557942
950	1.275229204
951	1.274966776
952	1.274721513
953	1.274086815
954	1.273749214
955	1.273204722
956	1.272960245
957	1.27271588
958	1.272235228
959	1.272001521
960	1.271477898
961	1.270930938
962	1.270308693
963	1.269931375
964	1.269689141
965	1.269388229
966	1.269003618
967	1.268395061
968	1.26807328
969	1.267466856
970	1.266959389
971	1.266387857
972	1.265969138
973	1.265749681
974	1.265535384
975	1.265299883
976	1.265080538
977	1.264860632
978	1.264281359
979	1.263666856
980	1.263433037
981	1.262836598
982	1.262306804
983	1.262063449
984	1.261697686
985	1.261299275
986	1.260758373
987	1.260371181
988	1.259733341
989	1.259213196
990	1.258974778
991	1.258673416
992	1.258152935
993	1.257621906
994	1.257303828
995	1.256931334
996	1.256788956
997	1.256134062
998	1.255570384
999	1.255355415
1000	1.255126421
1001	1.254747868
1002	1.254298631
1003	1.253971241
1004	1.253521667
1005	1.253307483
1006	1.252894823
1007	1.252387468
1008	1.251868893
1009	1.251656168
1010	1.251429081
1011	1.251194814
1012	1.250827705
1013	1.25059456
1014	1.249987462
1015	1.249755775
1016	1.249277816
1017	1.248704265
1018	1.248062947
1019	1.247499382
1020	1.247366877
1021	1.247099399
1022	1.246476033
1023	1.246020289
1024	1.245612789
1025	1.245084341
1026	1.244708145
1027	1.244131116
1028	1.243616244
1029	1.243233989
1030	1.243026985
1031	1.242530738
1032	1.24207892
1033	1.24191141
1034	1.241511428
1035	1.241173827
1036	1.240726722
1037	1.240089556
1038	1.239718632
1039	1.239546522
1040	1.239317304
1041	1.238827452
1042	1.238621682
1043	1.238421299
1044	1.238122742
1045	1.237923032
1046	1.237502517
1047	1.237179951
1048	1.236822604
1049	1.236623454
1050	1.236161315
1051	1.235937818
1052	1.235610427
1053	1.235387604
1054	1.234752008
1055	1.234550166
1056	1.234200111
1057	1.23403664
1058	1.233919394
1059	1.233698703
1060	1.233599633
1061	1.232962915
1062	1.232487424
1063	1.23226404
1064	1.231857438
1065	1.231657727
1066	1.23145869
1067	1.23123654
1068	1.230765537
1069	1.230563021
1070	1.23005892
1071	1.229874805
1072	1.229260526
1073	1.229041518
1074	1.228556154
1075	1.228063048
1076	1.22786143
1077	1.227479287
1078	1.227259381
1079	1.227052041
1080	1.226855584
1081	1.226409938
1082	1.225932988
1083	1.225687501
1084	1.225343281
1085	1.225134146
1086	1.224580341
1087	1.224231857
1088	1.223931169
1089	1.223403395
1090	1.223209406
1091	1.223025964
1092	1.222832761
1093	1.222639558
1094	1.222253488
1095	1.221667819
1096	1.221409318
1097	1.221044453
1098	1.22066433
1099	1.220443302
1100	1.220165838
1101	1.219949747
1102	1.219789305
1103	1.219209696
1104	1.219098508
1105	1.218890607
1106	1.218537075
1107	1.21806495
1108	1.217741037
1109	1.217603371
1110	1.217492408
1111	1.21710847
1112	1.216599769
1113	1.216404659
1114	1.216301774
1115	1.215890011
1116	1.215648788
1117	1.215283025
1118	1.215069402
1119	1.214460846
1120	1.213951247
1121	1.213444117
1122	1.213223089
1123	1.212997348
1124	1.212785072
1125	1.212171803
1126	1.211733786
1127	1.211666243
1128	1.211396746
1129	1.211218016
1130	1.210618548
1131	1.21041233
1132	1.209959054
1133	1.209511837
1134	1.209275101
1135	1.209095586
1136	1.208886787
1137	1.208615046
1138	1.20840075
1139	1.208051705
1140	1.207959479
1141	1.20739625
1142	1.207041483
1143	1.206857368
1144	1.206399043
1145	1.206189908
1146	1.206000744
1147	1.205718905
1148	1.20556542
1149	1.205143671
1150	1.20454869
1151	1.204340902
1152	1.204201553
1153	1.203835118
1154	1.203359178
1155	1.202953025
1156	1.202618678
1157	1.202412684
1158	1.201914193
1159	1.201645481
1160	1.201180425
1161	1.200841477
1162	1.200661962
1163	1.20048312
1164	1.200297322
1165	1.20001279
1166	1.199553456
1167	1.199505323
1168	1.198968012
1169	1.19861706
1170	1.198426774
1171	1.198093998
1172	1.197664283
1173	1.197478709
1174	1.197139874
1175	1.196804069
1176	1.196487898
1177	1.196256884
1178	1.19578734
1179	1.195584375
1180	1.195307473
1181	1.195131324
1182	1.194820314
1183	1.194414834
1184	1.194236216
1185	1.194011934
1186	1.193552039
1187	1.193369831
1188	1.192985893
1189	1.192781358
1190	1.19257211
1191	1.192137235
1192	1.191944032
1193	1.191786956
1194	1.191592294
1195	1.191231244
1196	1.191031309
1197	1.190587907
1198	1.190508583
1199	1.190038029
1200	1.189816889
1201	1.189331188
1202	1.189066628
1203	1.188621206
1204	1.188184086
1205	1.187844915
1206	1.18751629
1207	1.187106434
1208	1.186695008
1209	1.186288518
1210	1.1861145
1211	1.185554862
1212	1.185501232
1213	1.185388698
1214	1.185209519
1215	1.184762078
1216	1.184294104
1217	1.184174839
1218	1.183753203
1219	1.183434563
1220	1.183082938
1221	1.182578724
1222	1.182234504
1223	1.182030193
1224	1.181830034
1225	1.181320884
1226	1.181130373
1227	1.18093459
1228	1.180823178
1229	1.180486026
1230	1.180390322
1231	1.180202617
1232	1.180007955
1233	1.179563094
1234	1.179169619
1235	1.178746075
1236	1.178547487
1237	1.178299868
1238	1.178082542
1239	1.177971131
1240	1.177707355
1241	1.177606715
1242	1.177244318
1243	1.176760862
1244	1.17666785
1245	1.176329352
1246	1.175885389
1247	1.175436264
1248	1.17522309
1249	1.174906919
1250	1.174475409
1251	1.174223863
1252	1.174023928
1253	1.173702035
1254	1.173535647
1255	1.173106493
1256	1.172566602
1257	1.1721646
1258	1.171821501
1259	1.171499159
1260	1.171150002
1261	1.170614486
1262	1.170245582
1263	1.170055296
1264	1.169926943
1265	1.169737667
1266	1.169364163
1267	1.169031611
1268	1.168829656
1269	1.168450655
1270	1.167987057
1271	1.167805971
1272	1.167568674
1273	1.167221761
1274	1.16696943
1275	1.166819984
1276	1.166391279
1277	1.166180573
1278	1.165993541
1279	1.165700033
1280	1.165552831
1281	1.165150717
1282	1.164987134
1283	1.164843746
1284	1.16440068
1285	1.164294878
1286	1.164122544
1287	1.163667024
1288	1.163534407
1289	1.163214646
1290	1.163029857
1291	1.162654446
1292	1.162206668
1293	1.16193459
1294	1.161763826
1295	1.161572531
1296	1.161167499
1297	1.160743283
1298	1.160282265
1299	1.160116101
1300	1.159922337
1301	1.159729246
1302	1.159417675
1303	1.159239731
1304	1.15874842
1305	1.158565539
1306	1.158158601
1307	1.158035408
1308	1.157672563
1309	1.157214799
1310	1.157115954
1311	1.15672966
1312	1.156313633
1313	1.156133108
1314	1.1559417
1315	1.1555066
1316	1.155292641
1317	1.155218142
1318	1.154837009
1319	1.15449851
1320	1.154318098
1321	1.153889393
1322	1.153589266
1323	1.153136663
1324	1.153030188
1325	1.152850673
1326	1.152667007
1327	1.152213282
1328	1.152034552
1329	1.151865023
1330	1.151501953
1331	1.151052492
1332	1.150894967
1333	1.150753599
1334	1.150579918
1335	1.150317489
1336	1.149896414
1337	1.149777373
1338	1.149579233
1339	1.149213022
1340	1.149047419
1341	1.148894495
1342	1.148430673
1343	1.148232533
1344	1.148044266
1345	1.147756481
1346	1.147334171
1347	1.146927233
1348	1.146748728
1349	1.146410902
1350	1.146141181
1351	1.14596548
1352	1.145690149
1353	1.145437145
1354	1.145068802
1355	1.144882331
1356	1.144523749
1357	1.144050951
1358	1.143840582
1359	1.143383154
1360	1.143153038
1361	1.143041851
1362	1.142841467
1363	1.142786266
1364	1.142530008
1365	1.142329961
1366	1.142132607
1367	1.14169156
1368	1.141247597
1369	1.141074589
1370	1.140645772
1371	1.140339923
1372	1.140117998
1373	1.139763455
1374	1.139609633
1375	1.139551291
1376	1.139289535
1377	1.139142781
1378	1.139094088
1379	1.138995354
1380	1.138820552
1381	1.138444467
1382	1.138273479
1383	1.138144789
1384	1.137974586
1385	1.137889204
1386	1.137484959
1387	1.137370742
1388	1.137272906
1389	1.137121889
1390	1.136740644
1391	1.136633944
1392	1.136326861
1393	1.13614398
1394	1.136018207
1395	1.135914874
1396	1.135746691
1397	1.135591073
1398	1.135455539
1399	1.135037045
1400	1.134533505
1401	1.134451376
1402	1.134336711
1403	1.133941217
1404	1.133755306
1405	1.13360586
1406	1.133404915
1407	1.133039489
1408	1.132909902
1409	1.132781212
1410	1.132425996
1411	1.132109152
1412	1.131791522
1413	1.131548167
1414	1.131264533
1415	1.130816306
1416	1.130574746
1417	1.130319834
1418	1.13013987
1419	1.129957214
1420	1.129867232
1421	1.129761879
1422	1.12927068
1423	1.128881132
1424	1.128821892
1425	1.128619265
1426	1.128573488
1427	1.128259785
1428	1.128014411
1429	1.127917697
1430	1.127539593
1431	1.127498641
1432	1.12721467
1433	1.126955047
1434	1.126716067
1435	1.126280294
1436	1.126103696
1437	1.125857311
1438	1.125513091
1439	1.125372284
1440	1.125295092
1441	1.1251857
1442	1.124873344
1443	1.124768888
1444	1.124659047
1445	1.124427136
1446	1.124078765
1447	1.123623469
1448	1.12327319
1449	1.122860866
1450	1.122727913
1451	1.122511148
1452	1.12221966
1453	1.122131474
1454	1.121807673
1455	1.121705798
1456	1.121477141
1457	1.121249493
1458	1.121204614
1459	1.121167926
1460	1.120770075
1461	1.120385352
1462	1.120253633
1463	1.120159499
1464	1.120038663
1465	1.119663925
1466	1.119437736
1467	1.11928268
1468	1.119134019
1469	1.118698021
1470	1.118393855
1471	1.118255965
1472	1.117808972
1473	1.11761532
1474	1.117271773
1475	1.117204343
1476	1.116851034
1477	1.1166787
1478	1.116360509
1479	1.116130393
1480	1.115809398
1481	1.115684186
1482	1.115601384
1483	1.115530812
1484	1.115365995
1485	1.115092347
1486	1.114944695
1487	1.114679798
1488	1.114568162
1489	1.114523732
1490	1.114081676
1491	1.113833833
1492	1.113675186
1493	1.113542121
1494	1.113464705
1495	1.113352283
1496	1.113131031
1497	1.112754498
1498	1.112680448
1499	1.112384136
1500	1.112226948
1501	1.111981573
1502	1.111779394
1503	1.111664953
1504	1.1115734
1505	1.111131456
1506	1.110918394
1507	1.110644072
1508	1.110519085
1509	1.110347199
1510	1.110253178
1511	1.109985027
1512	1.109555537
1513	1.109286264
1514	1.109132891
1515	1.108779583
1516	1.108654595
1517	1.108420552
1518	1.108226339
1519	1.107939227
1520	1.10764774
1521	1.107459136
1522	1.107251909
1523	1.106806038
1524	1.106602961
1525	1.106450934
1526	1.106407065
1527	1.106208701
1528	1.105874354
1529	1.105660843
1530	1.10549064
1531	1.105215309
1532	1.105171552
1533	1.104846854
1534	1.104499941
1535	1.10415673
1536	1.104054743
1537	1.1039734
1538	1.10382272
1539	1.103488709
1540	1.103248944
1541	1.103080424
1542	1.102915046
1543	1.10270535
1544	1.102346544
1545	1.102259367
1546	1.101986392
1547	1.101660347
1548	1.10161962
1549	1.101343503
1550	1.101304122
1551	1.100943969
1552	1.100891798
1553	1.100604349
1554	1.100477679
1555	1.100198645
1556	1.099763994
1557	1.099667392
1558	1.099564956
1559	1.099246205
1560	1.098871242
1561	1.09852489
1562	1.09842582
1563	1.098190543
1564	1.097767897
1565	1.097682964
1566	1.097444994
1567	1.097207585
1568	1.096901736
1569	1.096659391
1570	1.096560994
1571	1.096405825
1572	1.0960588
1573	1.09584428
1574	1.095436668
1575	1.095369125
1576	1.095218557
1577	1.095083247
1578	1.094902835
1579	1.094767974
1580	1.094605176
1581	1.094471886
1582	1.094431046
1583	1.094333547
1584	1.094031513
1585	1.093897101
1586	1.093518997
1587	1.093065609
1588	1.093022413
1589	1.092955431
1590	1.092726213
1591	1.092375261
1592	1.092229741
1593	1.092189687
1594	1.091791388
1595	1.091696581
1596	1.091398474
1597	1.091125162
1598	1.090805625
1599	1.090383764
1600	1.090097662
1601	1.089759051
1602	1.089368157
1603	1.089308019
1604	1.089011932
1605	1.08887909
1606	1.088714497
1607	1.088633828
1608	1.088591978
1609	1.088534309
1610	1.088207479
1611	1.088070038
1612	1.087884576
1613	1.087843737
1614	1.087593649
1615	1.087535419
1616	1.087403588
1617	1.087364768
1618	1.087175603
1619	1.086965683
1620	1.086877047
1621	1.086732201
1622	1.086400771
1623	1.086322682
1624	1.086039945
1625	1.085941773
1626	1.085602826
1627	1.08537271
1628	1.085059568
1629	1.084675181
1630	1.084387733
1631	1.084022083
1632	1.08398315
1633	1.08394433
1634	1.083633096
1635	1.083384243
1636	1.083264192
1637	1.083039349
1638	1.082687499
1639	1.082646772
1640	1.082314893
1641	1.082207072
1642	1.082048425
1643	1.081841983
1644	1.081444693
1645	1.081290871
1646	1.081191801
1647	1.08091288
1648	1.080794063
1649	1.080708793
1650	1.080544537
1651	1.080285025
1652	1.079956288
1653	1.079878872
1654	1.079715626
1655	1.079673439
1656	1.079407084
1657	1.079245184
1658	1.079044912
1659	1.078779903
1660	1.078503225
1661	1.078465863
1662	1.0783365
1663	1.07815216
