iter	Passed	Remaining
348	4810	22537
349	4824	22523
350	4836	22501
351	4849	22483
352	4862	22464
353	4875	22447
354	4887	22429
355	4904	22427
356	4916	22405
357	4929	22389
358	4942	22369
359	4954	22350
360	4966	22329
361	4978	22307
362	4990	22285
363	5003	22270
364	5017	22257
365	5032	22248
366	5046	22233
367	5060	22220
368	5071	22198
369	5084	22178
370	5096	22157
371	5111	22150
372	5125	22135
373	5136	22112
374	5149	22093
375	5161	22074
376	5172	22048
377	5185	22030
378	5199	22017
379	5212	22002
380	5229	22000
381	5243	21990
382	5256	21974
383	5270	21961
384	5284	21946
385	5296	21925
386	5310	21913
387	5324	21900
388	5337	21883
389	5350	21866
390	5363	21851
391	5377	21840
392	5392	21829
393	5406	21817
394	5419	21800
395	5431	21782
396	5444	21766
397	5458	21751
398	5471	21736
399	5483	21715
400	5497	21702
401	5510	21685
402	5522	21665
403	5536	21651
404	5550	21641
405	5563	21623
406	5577	21609
407	5589	21590
408	5603	21579
409	5619	21574
410	5633	21561
411	5646	21544
412	5660	21531
413	5673	21516
414	5687	21501
415	5701	21489
416	5715	21477
417	5728	21460
418	5738	21434
419	5751	21415
420	5764	21400
421	5775	21375
422	5788	21360
423	5801	21344
424	5812	21320
425	5826	21309
426	5839	21294
427	5852	21277
428	5864	21255
429	5877	21239
430	5891	21227
431	5903	21210
432	5917	21194
433	5929	21175
434	5942	21159
435	5954	21139
436	5968	21127
437	5981	21111
438	5994	21097
439	6006	21079
440	6021	21068
441	6035	21057
442	6050	21048
443	6064	21033
444	6078	21020
445	6095	21019
446	6113	21021
447	6125	21000
448	6138	20984
449	6153	20976
450	6166	20961
451	6180	20946
452	6194	20935
453	6208	20921
454	6222	20910
455	6235	20894
456	6249	20880
457	6262	20866
458	6275	20851
459	6293	20849
460	6306	20834
461	6320	20820
462	6332	20802
463	6344	20782
464	6356	20765
465	6369	20748
466	6383	20735
467	6397	20721
468	6408	20702
469	6421	20685
470	6435	20672
471	6448	20657
472	6461	20640
473	6474	20624
474	6487	20609
475	6499	20589
476	6512	20575
477	6526	20563
478	6541	20553
479	6556	20542
480	6570	20531
481	6584	20518
482	6597	20504
483	6613	20496
484	6626	20480
485	6639	20465
486	6656	20461
487	6671	20452
488	6684	20437
489	6698	20422
490	6711	20409
491	6725	20395
492	6737	20375
493	6751	20365
494	6766	20353
495	6780	20342
496	6792	20323
497	6805	20306
498	6817	20288
499	6830	20271
500	6844	20258
501	6857	20245
502	6872	20235
503	6884	20216
504	6898	20202
505	6913	20194
506	6927	20180
507	6940	20165
508	6954	20152
509	6969	20144
510	6982	20126
511	6994	20108
512	7007	20093
513	7018	20072
514	7032	20060
515	7045	20044
516	7060	20033
517	7072	20017
518	7087	20006
519	7101	19992
520	7115	19980
521	7128	19964
522	7141	19950
523	7154	19933
524	7168	19920
525	7181	19905
526	7194	19890
527	7208	19878
528	7221	19862
529	7236	19853
530	7250	19839
531	7265	19829
532	7279	19816
533	7292	19802
534	7306	19787
535	7318	19769
536	7330	19751
537	7344	19740
538	7355	19720
539	7368	19703
540	7381	19688
541	7395	19674
542	7407	19657
543	7420	19641
544	7431	19622
545	7444	19607
546	7458	19592
547	7469	19574
548	7483	19560
549	7498	19549
550	7512	19537
551	7526	19525
552	7539	19510
553	7554	19499
554	7569	19489
555	7585	19481
556	7600	19472
557	7613	19457
558	7626	19441
559	7640	19428
560	7653	19414
561	7665	19396
562	7680	19384
563	7693	19370
564	7706	19354
565	7721	19344
566	7734	19328
567	7748	19317
568	7760	19299
569	7773	19283
570	7787	19270
571	7799	19253
572	7812	19238
573	7824	19220
574	7840	19213
575	7855	19202
576	7868	19187
577	7884	19180
578	7899	19168
579	7911	19151
580	7926	19140
581	7939	19126
582	7951	19107
583	7963	19089
584	7973	19068
585	7985	19050
586	7995	19029
587	8009	19015
588	8019	18994
589	8032	18978
590	8046	18964
591	8059	18951
592	8071	18933
593	8082	18913
594	8092	18892
595	8104	18873
596	8116	18856
597	8131	18847
598	8145	18834
599	8161	18825
600	8178	18820
601	8192	18808
602	8208	18798
603	8223	18789
604	8240	18782
605	8255	18772
606	8268	18757
607	8283	18746
608	8296	18732
609	8311	18720
610	8326	18711
611	8341	18700
612	8356	18688
613	8370	18677
614	8386	18669
615	8401	18657
616	8418	18652
617	8435	18646
618	8451	18637
619	8466	18625
620	8481	18614
621	8494	18600
622	8508	18587
623	8522	18575
624	8536	18562
625	8551	18551
626	8566	18539
627	8581	18529
628	8596	18519
629	8611	18508
630	8628	18500
631	8645	18494
632	8659	18481
633	8675	18472
634	8690	18463
635	8706	18453
636	8721	18442
637	8738	18435
638	8751	18419
639	8765	18407
640	8777	18389
641	8788	18370
642	8799	18351
643	8815	18342
644	8831	18334
645	8844	18317
646	8855	18299
647	8870	18287
648	8883	18272
649	8895	18256
650	8908	18242
651	8921	18227
652	8934	18210
653	8947	18195
654	8959	18179
655	8971	18160
656	8983	18144
657	8995	18127
658	9011	18117
659	9023	18102
660	9036	18087
661	9047	18067
662	9061	18054
663	9074	18040
664	9087	18024
665	9101	18011
666	9115	17999
667	9128	17983
668	9141	17968
669	9156	17956
670	9169	17942
671	9184	17931
672	9202	17927
673	9220	17921
674	9237	17913
675	9254	17906
676	9267	17891
677	9285	17886
678	9302	17879
679	9315	17864
680	9332	17855
681	9349	17849
682	9363	17835
683	9381	17829
684	9400	17827
685	9418	17820
686	9432	17808
687	9450	17802
688	9471	17801
689	9487	17792
690	9505	17786
691	9519	17773
692	9535	17764
693	9550	17752
694	9565	17741
695	9578	17725
696	9594	17715
697	9611	17707
698	9628	17699
699	9643	17688
700	9656	17673
701	9670	17660
702	9685	17648
703	9700	17638
704	9713	17622
705	9729	17612
706	9746	17604
707	9763	17596
708	9778	17584
709	9795	17577
710	9810	17564
711	9825	17553
712	9842	17545
713	9857	17532
714	9871	17519
715	9887	17510
716	9901	17496
717	9915	17482
718	9927	17466
719	9940	17450
720	9953	17435
721	9971	17429
722	9985	17416
723	10000	17404
724	10014	17391
725	10028	17376
726	10042	17364
727	10055	17348
728	10067	17331
729	10080	17316
730	10095	17304
731	10111	17294
732	10126	17282
733	10140	17270
734	10153	17254
735	10166	17239
736	10185	17233
737	10201	17224
738	10214	17207
739	10227	17192
740	10239	17176
741	10250	17158
742	10262	17141
743	10276	17127
744	10292	17117
745	10307	17106
746	10320	17090
747	10333	17074
748	10345	17059
749	10356	17040
750	10368	17023
751	10382	17010
752	10396	16995
753	10409	16981
754	10423	16968
755	10436	16952
756	10448	16935
757	10460	16918
758	10473	16903
759	10486	16889
760	10501	16876
761	10512	16858
762	10524	16842
763	10536	16824
764	10547	16807
765	10562	16795
766	10578	16784
767	10594	16774
768	10609	16762
769	10620	16745
770	10632	16727
771	10645	16712
772	10657	16695
773	10669	16680
774	10682	16664
775	10695	16649
776	10708	16634
777	10723	16622
778	10736	16607
779	10748	16590
780	10762	16577
781	10774	16561
782	10788	16547
783	10804	16538
784	10820	16526
785	10833	16511
786	10845	16495
787	10858	16479
788	10871	16465
789	10884	16450
790	10896	16433
791	10907	16415
792	10920	16400
793	10933	16385
794	10945	16369
795	10959	16356
796	10973	16343
797	10987	16330
798	10999	16313
799	11012	16299
800	11024	16281
801	11037	16266
802	11050	16252
803	11063	16237
804	11076	16222
805	11089	16208
806	11101	16191
807	11114	16176
808	11127	16161
809	11138	16144
810	11153	16131
811	11166	16117
812	11179	16101
813	11192	16087
814	11204	16070
815	11217	16055
816	11230	16041
817	11245	16028
818	11261	16018
819	11275	16005
820	11290	15994
821	11307	15984
822	11322	15972
823	11335	15957
824	11349	15944
825	11362	15928
826	11376	15915
827	11388	15900
828	11401	15885
829	11414	15869
830	11428	15856
831	11444	15846
832	11462	15838
833	11479	15828
834	11493	15816
835	11510	15806
836	11526	15795
837	11543	15786
838	11560	15776
839	11577	15767
840	11592	15755
841	11605	15740
842	11619	15726
843	11630	15709
844	11645	15697
845	11658	15682
846	11674	15671
847	11686	15655
848	11699	15641
849	11714	15629
850	11727	15614
851	11741	15600
852	11755	15586
853	11767	15571
854	11780	15556
855	11794	15542
856	11809	15529
857	11820	15513
858	11834	15499
859	11849	15486
860	11863	15473
861	11878	15460
862	11890	15445
863	11904	15431
864	11917	15416
865	11930	15401
866	11943	15387
867	11956	15372
868	11972	15361
869	11986	15348
870	12001	15335
871	12016	15323
872	12034	15315
873	12054	15308
874	12070	15297
875	12084	15285
876	12097	15269
877	12110	15255
878	12125	15243
879	12142	15233
880	12156	15219
881	12171	15206
882	12183	15191
883	12197	15177
884	12211	15164
885	12226	15152
886	12241	15139
887	12253	15123
888	12265	15107
889	12279	15093
890	12295	15082
891	12312	15073
892	12328	15061
893	12341	15047
894	12353	15031
895	12365	15015
896	12378	15000
897	12389	14982
898	12402	14968
899	12415	14954
900	12427	14937
901	12440	14923
902	12454	14909
903	12467	14894
904	12481	14881
905	12494	14867
906	12507	14851
907	12521	14837
908	12535	14824
909	12547	14808
910	12560	14794
911	12573	14779
912	12586	14764
913	12599	14750
914	12615	14738
915	12630	14726
916	12643	14711
917	12655	14696
918	12670	14683
919	12683	14669
920	12697	14655
921	12711	14642
922	12727	14629
923	12739	14615
924	12754	14602
925	12769	14589
926	12782	14574
927	12796	14561
928	12809	14546
929	12822	14532
930	12835	14517
931	12847	14501
932	12861	14488
933	12875	14474
934	12888	14460
935	12902	14446
936	12915	14431
937	12929	14417
938	12942	14403
939	12955	14388
940	12969	14375
941	12982	14360
942	12993	14344
943	13006	14329
944	13017	14312
945	13030	14297
946	13044	14283
947	13058	14270
948	13073	14258
949	13089	14246
950	13109	14239
951	13125	14228
952	13139	14214
953	13152	14200
954	13167	14187
955	13182	14175
956	13197	14162
957	13212	14150
958	13227	14137
959	13243	14126
960	13256	14111
961	13269	14096
962	13281	14081
963	13293	14066
964	13307	14051
965	13319	14036
966	13332	14021
967	13344	14006
968	13356	13990
969	13369	13975
970	13381	13960
971	13395	13946
972	13408	13931
973	13420	13916
974	13431	13899
975	13441	13882
976	13453	13866
977	13464	13849
978	13475	13833
979	13485	13816
980	13498	13801
981	13507	13782
982	13519	13766
983	13528	13748
984	13539	13731
985	13550	13715
986	13564	13701
987	13578	13688
988	13590	13673
989	13606	13661
990	13620	13648
991	13633	13633
992	13648	13620
993	13661	13606
994	13675	13592
995	13688	13578
996	13707	13569
997	13722	13557
998	13735	13542
999	13746	13526
1000	13762	13514
1001	13774	13499
1002	13786	13484
1003	13798	13468
1004	13809	13451
1005	13819	13435
1006	13830	13418
1007	13841	13401
1008	13851	13385
1009	13862	13368
1010	13874	13352
1011	13885	13336
1012	13897	13321
1013	13909	13305
1014	13921	13290
1015	13931	13273
1016	13942	13257
1017	13955	13242
1018	13969	13229
1019	13981	13214
1020	13995	13200
1021	14009	13186
1022	14023	13173
1023	14037	13159
1024	14048	13144
1025	14060	13128
1026	14071	13112
1027	14085	13098
1028	14097	13083
1029	14111	13070
1030	14127	13058
1031	14140	13044
1032	14155	13032
1033	14167	13016
1034	14179	13001
1035	14193	12987
1036	14206	12973
1037	14220	12959
1038	14235	12947
1039	14248	12933
1040	14262	12919
1041	14275	12905
1042	14289	12892
1043	14302	12877
1044	14316	12863
1045	14331	12852
1046	14348	12841
1047	14363	12828
1048	14381	12818
1049	14396	12805
1050	14410	12792
1051	14422	12776
1052	14436	12763
1053	14450	12750
1054	14462	12734
1055	14473	12719
1056	14488	12706
1057	14505	12695
1058	14518	12681
1059	14534	12669
1060	14548	12655
1061	14561	12641
1062	14575	12628
1063	14588	12614
1064	14602	12600
1065	14618	12588
1066	14633	12576
1067	14648	12563
1068	14664	12551
1069	14678	12538
1070	14693	12525
1071	14705	12510
1072	14718	12496
1073	14732	12482
1074	14746	12469
1075	14759	12455
1076	14771	12439
1077	14784	12425
1078	14797	12411
1079	14809	12396
1080	14821	12380
1081	14834	12366
1082	14846	12351
1083	14860	12338
1084	14873	12323
1085	14887	12310
1086	14900	12295
1087	14911	12280
1088	14925	12266
1089	14938	12252
1090	14952	12238
1091	14966	12225
1092	14980	12211
1093	14994	12198
1094	15005	12182
1095	15019	12169
1096	15033	12155
1097	15045	12140
1098	15057	12125
1099	15071	12111
1100	15084	12097
1101	15097	12083
1102	15109	12068
1103	15121	12053
1104	15136	12040
1105	15149	12026
1106	15162	12012
1107	15175	11997
1108	15188	11983
1109	15201	11969
1110	15214	11955
1111	15228	11941
1112	15240	11926
1113	15254	11913
1114	15268	11899
1115	15280	11885
1116	15294	11871
1117	15307	11856
1118	15318	11841
1119	15332	11827
1120	15347	11815
1121	15360	11801
1122	15374	11787
1123	15388	11774
1124	15403	11761
1125	15416	11747
1126	15432	11735
1127	15446	11721
1128	15459	11707
1129	15474	11694
1130	15488	11681
1131	15502	11668
1132	15516	11654
1133	15532	11642
1134	15547	11629
1135	15562	11617
1136	15574	11602
1137	15588	11588
1138	15601	11574
1139	15613	11559
1140	15628	11546
1141	15642	11532
1142	15656	11519
1143	15670	11506
1144	15683	11492
1145	15696	11478
1146	15709	11463
1147	15723	11450
1148	15737	11436
1149	15749	11421
1150	15762	11407
1151	15776	11394
1152	15789	11379
1153	15802	11365
1154	15816	11351
1155	15828	11337
1156	15845	11325
1157	15859	11312
1158	15872	11298
1159	15885	11284
1160	15898	11270
1161	15910	11255
1162	15922	11240
1163	15934	11225
1164	15947	11211
1165	15961	11197
1166	15973	11182
1167	15987	11169
1168	15999	11154
1169	16011	11139
1170	16025	11125
1171	16040	11113
1172	16056	11100
1173	16067	11086
1174	16080	11071
1175	16093	11057
1176	16108	11044
1177	16123	11032
1178	16137	11018
1179	16153	11006
1180	16166	10992
1181	16178	10977
1182	16192	10963
1183	16205	10949
1184	16218	10935
1185	16232	10922
1186	16244	10907
1187	16257	10893
1188	16269	10878
1189	16282	10864
1190	16294	10849
1191	16309	10836
1192	16322	10822
1193	16336	10809
1194	16353	10797
1195	16373	10787
1196	16387	10774
1197	16400	10760
1198	16412	10745
1199	16425	10731
1200	16438	10717
1201	16451	10702
1202	16463	10688
1203	16477	10674
1204	16488	10659
1205	16502	10645
1206	16516	10632
1207	16528	10617
1208	16542	10603
1209	16558	10591
1210	16573	10578
1211	16587	10565
1212	16602	10552
1213	16617	10539
1214	16632	10527
1215	16645	10513
1216	16661	10500
1217	16675	10487
1218	16689	10473
1219	16701	10459
1220	16714	10444
1221	16727	10430
1222	16741	10417
1223	16753	10402
1224	16764	10387
1225	16777	10373
1226	16790	10359
1227	16804	10345
1228	16819	10332
1229	16833	10319
1230	16847	10305
1231	16859	10291
1232	16872	10276
1233	16885	10262
1234	16898	10248
1235	16912	10235
1236	16926	10221
1237	16941	10208
1238	16954	10194
1239	16967	10180
1240	16983	10168
1241	17001	10157
1242	17021	10147
1243	17034	10133
1244	17048	10119
1245	17061	10105
1246	17072	10090
1247	17085	10075
1248	17097	10061
1249	17114	10049
1250	17128	10036
1251	17141	10021
1252	17154	10007
1253	17167	9993
1254	17180	9979
1255	17192	9964
1256	17205	9950
1257	17219	9937
1258	17231	9922
1259	17245	9909
1260	17259	9895
1261	17272	9881
1262	17285	9867
1263	17298	9853
1264	17311	9839
1265	17323	9824
1266	17335	9810
1267	17347	9795
1268	17360	9781
1269	17374	9767
1270	17386	9753
1271	17402	9741
1272	17414	9726
1273	17427	9712
1274	17440	9698
1275	17453	9684
1276	17466	9670
1277	17479	9656
1278	17497	9644
1279	17514	9632
1280	17528	9619
1281	17542	9606
1282	17556	9592
1283	17569	9578
1284	17582	9564
1285	17598	9551
1286	17612	9538
1287	17624	9523
1288	17636	9509
1289	17648	9494
1290	17661	9480
1291	17675	9466
1292	17690	9454
1293	17703	9440
1294	17719	9427
1295	17735	9415
1296	17750	9402
1297	17762	9387
1298	17775	9373
1299	17788	9359
1300	17801	9345
1301	17815	9331
1302	17833	9320
1303	17845	9306
1304	17863	9294
1305	17875	9279
1306	17886	9264
1307	17898	9250
1308	17911	9236
1309	17926	9223
1310	17944	9211
1311	17962	9200
1312	17978	9187
1313	17994	9175
1314	18011	9163
1315	18025	9149
1316	18038	9135
1317	18050	9120
1318	18063	9106
1319	18074	9092
1320	18090	9079
1321	18105	9066
1322	18119	9053
1323	18137	9041
1324	18154	9029
1325	18169	9016
1326	18188	9004
1327	18203	8992
1328	18221	8980
1329	18237	8967
1330	18255	8956
1331	18271	8943
1332	18286	8930
1333	18300	8917
1334	18315	8903
1335	18328	8889
1336	18341	8875
1337	18355	8862
1338	18367	8847
1339	18382	8834
1340	18396	8820
1341	18411	8807
1342	18424	8794
1343	18438	8780
1344	18453	8767
1345	18471	8755
1346	18487	8743
1347	18501	8728
1348	18516	8716
1349	18529	8702
1350	18542	8688
1351	18557	8674
1352	18570	8660
1353	18584	8647
1354	18599	8633
1355	18611	8619
1356	18627	8606
1357	18645	8595
1358	18665	8584
1359	18683	8572
1360	18698	8559
1361	18716	8547
1362	18730	8534
1363	18744	8520
1364	18757	8505
1365	18770	8492
1366	18783	8477
1367	18796	8463
1368	18808	8449
1369	18821	8435
1370	18834	8421
1371	18846	8406
1372	18857	8391
1373	18872	8378
1374	18886	8364
1375	18898	8350
1376	18911	8336
1377	18925	8322
1378	18939	8309
1379	18952	8295
1380	18966	8281
1381	18979	8267
1382	18993	8253
1383	19005	8239
1384	19018	8225
1385	19028	8209
1386	19040	8195
1387	19052	8180
1388	19064	8166
1389	19076	8151
1390	19087	8137
1391	19100	8123
1392	19114	8109
1393	19126	8095
1394	19139	8081
1395	19151	8066
1396	19164	8052
1397	19176	8038
1398	19188	8023
1399	19201	8009
1400	19212	7994
1401	19223	7980
1402	19237	7966
1403	19248	7951
1404	19261	7937
1405	19275	7924
1406	19289	7910
1407	19301	7896
1408	19314	7882
1409	19327	7868
1410	19341	7854
1411	19354	7840
1412	19367	7826
1413	19379	7812
1414	19392	7798
1415	19408	7785
1416	19421	7771
1417	19435	7757
1418	19449	7743
1419	19464	7731
1420	19478	7717
1421	19492	7703
1422	19507	7690
1423	19523	7677
1424	19536	7663
1425	19549	7649
1426	19563	7636
1427	19575	7621
1428	19586	7607
1429	19598	7592
1430	19610	7578
1431	19624	7564
1432	19639	7551
1433	19653	7537
1434	19665	7523
1435	19677	7509
1436	19688	7494
1437	19701	7480
1438	19715	7466
1439	19729	7453
1440	19744	7439
1441	19761	7427
1442	19777	7414
1443	19792	7401
1444	19806	7388
1445	19820	7374
1446	19836	7361
1447	19850	7347
1448	19863	7333
1449	19876	7320
1450	19890	7306
1451	19902	7292
1452	19913	7277
1453	19925	7262
1454	19940	7249
1455	19955	7236
1456	19969	7223
1457	19982	7208
1458	19995	7194
1459	20008	7181
1460	20019	7166
1461	20033	7152
1462	20045	7138
1463	20058	7124
1464	20079	7113
1465	20094	7100
1466	20107	7086
1467	20119	7072
1468	20132	7057
1469	20145	7043
1470	20157	7029
1471	20171	7016
1472	20185	7002
1473	20196	6988
1474	20209	6973
1475	20220	6959
1476	20235	6946
1477	20250	6932
1478	20262	6918
1479	20277	6905
1480	20289	6891
1481	20302	6876
1482	20312	6862
1483	20324	6847
1484	20336	6833
1485	20349	6819
1486	20361	6805
1487	20373	6791
1488	20389	6778
1489	20401	6763
1490	20413	6749
1491	20428	6736
1492	20439	6722
1493	20454	6708
1494	20467	6694
1495	20482	6681
1496	20492	6666
1497	20505	6652
1498	20519	6639
1499	20534	6625
1500	20546	6611
1501	20560	6598
1502	20575	6584
1503	20589	6570
1504	20604	6557
1505	20620	6544
1506	20641	6533
1507	20656	6520
1508	20671	6506
1509	20685	6493
1510	20700	6480
1511	20715	6466
1512	20731	6453
1513	20750	6441
1514	20766	6428
1515	20779	6414
1516	20792	6400
1517	20805	6387
1518	20819	6373
1519	20833	6359
1520	20845	6345
1521	20858	6331
1522	20871	6317
1523	20887	6304
1524	20899	6290
1525	20912	6276
1526	20925	6262
1527	20938	6248
1528	20951	6234
1529	20965	6221
1530	20978	6207
1531	20993	6193
1532	21007	6180
1533	21019	6166
1534	21032	6152
1535	21045	6138
1536	21057	6124
1537	21072	6110
1538	21083	6096
1539	21095	6081
1540	21108	6068
1541	21122	6054
1542	21136	6041
1543	21152	6027
1544	21168	6014
1545	21181	6001
1546	21195	5987
1547	21208	5973
1548	21223	5960
1549	21237	5946
1550	21250	5932
1551	21266	5919
1552	21280	5905
1553	21293	5892
1554	21313	5879
1555	21326	5866
1556	21341	5852
1557	21355	5839
1558	21370	5825
1559	21384	5812
1560	21399	5798
1561	21415	5785
1562	21429	5772
1563	21444	5758
1564	21462	5746
1565	21482	5734
1566	21499	5721
1567	21514	5707
1568	21532	5695
1569	21546	5681
1570	21562	5668
1571	21578	5655
1572	21592	5641
1573	21606	5628
1574	21623	5615
1575	21641	5602
1576	21659	5590
1577	21673	5576
1578	21687	5562
1579	21701	5549
1580	21714	5535
1581	21727	5521
1582	21740	5507
1583	21753	5493
1584	21767	5479
1585	21780	5465
1586	21793	5451
1587	21806	5437
1588	21819	5424
1589	21832	5410
1590	21844	5395
1591	21859	5382
1592	21875	5369
1593	21888	5355
1594	21902	5341
1595	21915	5327
1596	21929	5314
1597	21941	5300
1598	21955	5286
1599	21969	5272
1600	21983	5259
1601	21996	5245
1602	22010	5231
1603	22024	5217
1604	22038	5204
1605	22051	5190
1606	22064	5176
1607	22077	5162
1608	22090	5148
1609	22104	5134
1610	22117	5121
1611	22131	5107
1612	22144	5093
1613	22157	5079
1614	22167	5065
1615	22180	5050
1616	22193	5037
1617	22208	5023
1618	22222	5009
1619	22235	4996
1620	22247	4981
1621	22260	4968
1622	22272	4953
1623	22285	4940
1624	22297	4925
1625	22311	4912
1626	22324	4898
1627	22338	4884
1628	22351	4870
1629	22363	4856
1630	22375	4842
1631	22389	4829
1632	22402	4815
1633	22417	4801
1634	22431	4788
1635	22446	4774
1636	22460	4761
1637	22474	4747
1638	22488	4733
1639	22502	4719
1640	22515	4706
1641	22527	4692
1642	22544	4678
1643	22558	4665
1644	22570	4651
1645	22582	4637
1646	22594	4623
1647	22607	4609
1648	22621	4595
1649	22635	4581
1650	22648	4568
1651	22663	4554
1652	22674	4540
1653	22686	4526
1654	22699	4512
1655	22711	4498
1656	22725	4484
1657	22742	4471
1658	22762	4459
1659	22780	4446
1660	22797	4433
1661	22808	4419
1662	22820	4405
1663	22832	4390
1664	22846	4377
1665	22860	4363
1666	22875	4350
1667	22893	4337
1668	22908	4323
1669	22923	4310
1670	22938	4296
