iter	Passed	Remaining
0	6	135
1	12	132
2	18	123
3	25	121
4	33	119
5	39	110
6	45	104
7	51	96
8	58	90
9	63	83
10	70	77
11	76	69
12	83	64
13	89	57
14	95	51
15	101	44
16	108	38
17	115	32
18	121	25
19	129	19
20	136	13
21	144	6
22	152	0
