iter	Passed	Remaining
0	11	309
1	21	277
2	31	263
3	42	256
4	54	251
5	66	245
6	78	235
7	89	224
8	101	213
9	113	203
10	124	191
11	137	183
12	149	172
13	165	165
14	176	153
15	186	140
16	196	127
17	208	115
18	217	103
19	226	90
20	235	78
21	244	66
22	255	55
23	266	44
24	276	33
25	288	22
26	298	11
27	308	0
