iter	Logloss
0	0.5949861538
5	0.2852360228
10	0.1398117617
15	0.08643323071
20	0.0528166549
25	0.03643931983
30	0.02613581352
35	0.02018113406
40	0.01562944448
45	0.01237449106
50	0.01026468907
55	0.008785076111
60	0.007453566077
65	0.006487143864
70	0.005719953738
75	0.005103934111
80	0.004653692995
85	0.004176296528
90	0.003774991575
95	0.003444984649
100	0.003184432878
105	0.002970172549
110	0.002808604225
115	0.002597206419
120	0.002435978853
