iter	Passed	Remaining
0	14	512
1	26	462
2	37	427
3	49	405
4	60	384
5	69	360
6	81	347
7	93	339
8	106	330
9	118	320
10	133	316
11	147	308
12	163	302
13	182	299
14	195	287
15	211	277
16	226	266
17	243	256
18	257	244
19	273	232
20	288	219
21	306	208
22	322	196
23	337	183
24	354	170
25	369	156
26	384	142
27	401	129
28	418	115
29	435	101
30	451	87
31	465	72
32	481	58
33	498	44
34	514	29
35	532	14
36	547	0
